"GEO_NR","GEO_NAME","CLASS_HAB","GEOM_PERIOD","VARIABLE","SOURCE","VALUE_PERIOD","UNIT_VALUE","VALUE","STATUS"
"581","Interlaken","1","2023-01-01","emp_s3","STATENT","2021","Num","6041.0","A"
"581","Interlaken","1","2023-01-01","emp_t","STATENT","2021","Num","6739.0","A"
"581","Interlaken","1","2023-01-01","chom_t","SECO","2022","Num","57.0","A"
"581","Interlaken","1","2023-01-01","chom_f","SECO","2022","Num","19.0","A"
"581","Interlaken","1","2023-01-01","chom_s2","SECO","2022","Num","13.0","A"
"581","Interlaken","1","2023-01-01","chom_s3","SECO","2022","Num","44.0","A"
"581","Interlaken","1","2023-01-01","chom_com_t","SECO","2022","Num","51.0","A"
"581","Interlaken","1","2023-01-01","chom_com_f","SECO","2022","Num","15.0","A"
"581","Interlaken","1","2023-01-01","chom_par_t","SECO","2022","Num","6.0","A"
"581","Interlaken","1","2023-01-01","chom_par_f","SECO","2022","Num","","Q"
"581","Interlaken","1","2023-01-01","chom_p","SECO","2022","Per","1.8","A"
"616","Münsingen","2","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"616","Münsingen","2","2023-01-01","etab_1_9","STATENT","2021","Num","663.0","A"
"616","Münsingen","2","2023-01-01","etab_10_49","STATENT","2021","Num","114.0","A"
"616","Münsingen","2","2023-01-01","etab_50_249","STATENT","2021","Num","18.0","A"
"616","Münsingen","2","2023-01-01","etab_1_249","STATENT","2021","Num","795.0","A"
"616","Münsingen","2","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"616","Münsingen","2","2023-01-01","emp_s1","STATENT","2021","Num","216.0","A"
"616","Münsingen","2","2023-01-01","emp_s2","STATENT","2021","Num","1450.0","A"
"616","Münsingen","2","2023-01-01","emp_s3","STATENT","2021","Num","5052.0","A"
"616","Münsingen","2","2023-01-01","emp_t","STATENT","2021","Num","6718.0","A"
"616","Münsingen","2","2023-01-01","chom_t","SECO","2022","Num","89.0","A"
"616","Münsingen","2","2023-01-01","chom_f","SECO","2022","Num","37.0","A"
"616","Münsingen","2","2023-01-01","chom_s2","SECO","2022","Num","27.0","A"
"616","Münsingen","2","2023-01-01","chom_s3","SECO","2022","Num","61.0","A"
"616","Münsingen","2","2023-01-01","chom_com_t","SECO","2022","Num","65.0","A"
"616","Münsingen","2","2023-01-01","chom_com_f","SECO","2022","Num","19.0","A"
"616","Münsingen","2","2023-01-01","chom_par_t","SECO","2022","Num","24.0","A"
"616","Münsingen","2","2023-01-01","chom_par_f","SECO","2022","Num","17.0","A"
"616","Münsingen","2","2023-01-01","chom_p","SECO","2022","Per","1.4","A"
"627","Worb","2","2023-01-01","etab_t","STATENT","2021","Num","676.0","A"
"627","Worb","2","2023-01-01","etab_1_9","STATENT","2021","Num","579.0","A"
"627","Worb","2","2023-01-01","etab_10_49","STATENT","2021","Num","87.0","A"
"627","Worb","2","2023-01-01","etab_50_249","STATENT","2021","Num","10.0","A"
"627","Worb","2","2023-01-01","etab_1_249","STATENT","2021","Num","676.0","A"
"627","Worb","2","2023-01-01","etab_250p","STATENT","2021","Num","0.0","A"
"627","Worb","2","2023-01-01","emp_s1","STATENT","2021","Num","197.0","A"
"627","Worb","2","2023-01-01","emp_s2","STATENT","2021","Num","816.0","A"
"627","Worb","2","2023-01-01","emp_s3","STATENT","2021","Num","3013.0","A"
"627","Worb","2","2023-01-01","emp_t","STATENT","2021","Num","4026.0","A"
"627","Worb","2","2023-01-01","chom_t","SECO","2022","Num","83.0","A"
"627","Worb","2","2023-01-01","chom_f","SECO","2022","Num","41.0","A"
"627","Worb","2","2023-01-01","chom_s2","SECO","2022","Num","24.0","A"
"627","Worb","2","2023-01-01","chom_s3","SECO","2022","Num","55.0","A"
"627","Worb","2","2023-01-01","chom_com_t","SECO","2022","Num","56.0","A"
"627","Worb","2","2023-01-01","chom_com_f","SECO","2022","Num","21.0","A"
"627","Worb","2","2023-01-01","chom_par_t","SECO","2022","Num","26.0","A"
"627","Worb","2","2023-01-01","chom_par_f","SECO","2022","Num","20.0","A"
"627","Worb","2","2023-01-01","chom_p","SECO","2022","Per","1.5","A"
"700","Moutier","1","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"700","Moutier","1","2023-01-01","etab_1_9","STATENT","2021","Num","431.0","A"
"700","Moutier","1","2023-01-01","etab_10_49","STATENT","2021","Num","59.0","A"
"700","Moutier","1","2023-01-01","etab_50_249","STATENT","2021","Num","8.0","A"
"700","Moutier","1","2023-01-01","etab_1_249","STATENT","2021","Num","498.0","A"
"700","Moutier","1","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"700","Moutier","1","2023-01-01","emp_s1","STATENT","2021","Num","61.0","A"
"700","Moutier","1","2023-01-01","emp_s2","STATENT","2021","Num","1412.0","A"
"700","Moutier","1","2023-01-01","emp_s3","STATENT","2021","Num","2016.0","A"
"700","Moutier","1","2023-01-01","emp_t","STATENT","2021","Num","3489.0","A"
"700","Moutier","1","2023-01-01","chom_t","SECO","2022","Num","124.0","A"
"700","Moutier","1","2023-01-01","chom_f","SECO","2022","Num","60.0","A"
"700","Moutier","1","2023-01-01","chom_s2","SECO","2022","Num","55.0","A"
"700","Moutier","1","2023-01-01","chom_s3","SECO","2022","Num","65.0","A"
"700","Moutier","1","2023-01-01","chom_com_t","SECO","2022","Num","102.0","A"
"700","Moutier","1","2023-01-01","chom_com_f","SECO","2022","Num","41.0","A"
"700","Moutier","1","2023-01-01","chom_par_t","SECO","2022","Num","22.0","A"
"700","Moutier","1","2023-01-01","chom_par_f","SECO","2022","Num","19.0","A"
"700","Moutier","1","2023-01-01","chom_p","SECO","2022","Per","3.4","A"
"723","La Neuveville","1","2023-01-01","etab_t","STATENT","2021","Num","289.0","A"
"723","La Neuveville","1","2023-01-01","etab_1_9","STATENT","2021","Num","263.0","A"
"723","La Neuveville","1","2023-01-01","etab_10_49","STATENT","2021","Num","21.0","A"
"723","La Neuveville","1","2023-01-01","etab_50_249","STATENT","2021","Num","5.0","A"
"723","La Neuveville","1","2023-01-01","etab_1_249","STATENT","2021","Num","289.0","A"
"723","La Neuveville","1","2023-01-01","etab_250p","STATENT","2021","Num","0.0","A"
"723","La Neuveville","1","2023-01-01","emp_s1","STATENT","2021","Num","43.0","A"
"723","La Neuveville","1","2023-01-01","emp_s2","STATENT","2021","Num","402.0","A"
"723","La Neuveville","1","2023-01-01","emp_s3","STATENT","2021","Num","1116.0","A"
"723","La Neuveville","1","2023-01-01","emp_t","STATENT","2021","Num","1561.0","A"
"723","La Neuveville","1","2023-01-01","chom_t","SECO","2022","Num","68.0","A"
"723","La Neuveville","1","2023-01-01","chom_f","SECO","2022","Num","37.0","A"
"723","La Neuveville","1","2023-01-01","chom_s2","SECO","2022","Num","22.0","A"
"723","La Neuveville","1","2023-01-01","chom_s3","SECO","2022","Num","46.0","A"
"723","La Neuveville","1","2023-01-01","chom_com_t","SECO","2022","Num","55.0","A"
"723","La Neuveville","1","2023-01-01","chom_com_f","SECO","2022","Num","27.0","A"
"723","La Neuveville","1","2023-01-01","chom_par_t","SECO","2022","Num","12.0","A"
"723","La Neuveville","1","2023-01-01","chom_par_f","SECO","2022","Num","10.0","A"
"723","La Neuveville","1","2023-01-01","chom_p","SECO","2022","Per","3.5","A"
"768","Spiez","2","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"768","Spiez","2","2023-01-01","etab_1_9","STATENT","2021","Num","723.0","A"
"768","Spiez","2","2023-01-01","etab_10_49","STATENT","2021","Num","96.0","A"
"768","Spiez","2","2023-01-01","etab_50_249","STATENT","2021","Num","19.0","A"
"768","Spiez","2","2023-01-01","etab_1_249","STATENT","2021","Num","838.0","A"
"768","Spiez","2","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"768","Spiez","2","2023-01-01","emp_s1","STATENT","2021","Num","108.0","A"
"768","Spiez","2","2023-01-01","emp_s2","STATENT","2021","Num","1067.0","A"
"768","Spiez","2","2023-01-01","emp_s3","STATENT","2021","Num","4709.0","A"
"768","Spiez","2","2023-01-01","emp_t","STATENT","2021","Num","5884.0","A"
"768","Spiez","2","2023-01-01","chom_t","SECO","2022","Num","53.0","A"
"768","Spiez","2","2023-01-01","chom_f","SECO","2022","Num","25.0","A"
"768","Spiez","2","2023-01-01","chom_s2","SECO","2022","Num","11.0","A"
"768","Spiez","2","2023-01-01","chom_s3","SECO","2022","Num","41.0","A"
"768","Spiez","2","2023-01-01","chom_com_t","SECO","2022","Num","38.0","A"
"768","Spiez","2","2023-01-01","chom_com_f","SECO","2022","Num","12.0","A"
"768","Spiez","2","2023-01-01","chom_par_t","SECO","2022","Num","15.0","A"
"768","Spiez","2","2023-01-01","chom_par_f","SECO","2022","Num","12.0","A"
"768","Spiez","2","2023-01-01","chom_p","SECO","2022","Per","0.8","A"
"861","Belp","2","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"861","Belp","2","2023-01-01","etab_1_9","STATENT","2021","Num","635.0","A"
"861","Belp","2","2023-01-01","etab_10_49","STATENT","2021","Num","109.0","A"
"861","Belp","2","2023-01-01","etab_50_249","STATENT","2021","Num","12.0","A"
"861","Belp","2","2023-01-01","etab_1_249","STATENT","2021","Num","756.0","A"
"861","Belp","2","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"861","Belp","2","2023-01-01","emp_s1","STATENT","2021","Num","266.0","A"
"861","Belp","2","2023-01-01","emp_s2","STATENT","2021","Num","1301.0","A"
"861","Belp","2","2023-01-01","emp_s3","STATENT","2021","Num","3660.0","A"
"861","Belp","2","2023-01-01","emp_t","STATENT","2021","Num","5227.0","A"
"861","Belp","2","2023-01-01","chom_t","SECO","2022","Num","79.0","A"
"861","Belp","2","2023-01-01","chom_f","SECO","2022","Num","41.0","A"
"861","Belp","2","2023-01-01","chom_s2","SECO","2022","Num","18.0","A"
"861","Belp","2","2023-01-01","chom_s3","SECO","2022","Num","58.0","A"
"861","Belp","2","2023-01-01","chom_com_t","SECO","2022","Num","51.0","A"
"861","Belp","2","2023-01-01","chom_com_f","SECO","2022","Num","17.0","A"
"861","Belp","2","2023-01-01","chom_par_t","SECO","2022","Num","28.0","A"
"861","Belp","2","2023-01-01","chom_par_f","SECO","2022","Num","24.0","A"
"861","Belp","2","2023-01-01","chom_p","SECO","2022","Per","1.3","A"
"939","Steffisburg","3","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"939","Steffisburg","3","2023-01-01","etab_1_9","STATENT","2021","Num","713.0","A"
"939","Steffisburg","3","2023-01-01","etab_10_49","STATENT","2021","Num","96.0","A"
"939","Steffisburg","3","2023-01-01","etab_50_249","STATENT","2021","Num","14.0","A"
"939","Steffisburg","3","2023-01-01","etab_1_249","STATENT","2021","Num","823.0","A"
"939","Steffisburg","3","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"939","Steffisburg","3","2023-01-01","emp_s1","STATENT","2021","Num","149.0","A"
"939","Steffisburg","3","2023-01-01","emp_s2","STATENT","2021","Num","1709.0","A"
"939","Steffisburg","3","2023-01-01","emp_s3","STATENT","2021","Num","4470.0","A"
"939","Steffisburg","3","2023-01-01","emp_t","STATENT","2021","Num","6328.0","A"
"939","Steffisburg","3","2023-01-01","chom_t","SECO","2022","Num","109.0","A"
"939","Steffisburg","3","2023-01-01","chom_f","SECO","2022","Num","46.0","A"
"939","Steffisburg","3","2023-01-01","chom_s2","SECO","2022","Num","39.0","A"
"939","Steffisburg","3","2023-01-01","chom_s3","SECO","2022","Num","71.0","A"
"939","Steffisburg","3","2023-01-01","chom_com_t","SECO","2022","Num","75.0","A"
"939","Steffisburg","3","2023-01-01","chom_com_f","SECO","2022","Num","23.0","A"
"939","Steffisburg","3","2023-01-01","chom_par_t","SECO","2022","Num","34.0","A"
"939","Steffisburg","3","2023-01-01","chom_par_f","SECO","2022","Num","23.0","A"
"939","Steffisburg","3","2023-01-01","chom_p","SECO","2022","Per","1.2","A"
"942","Thun","4","2023-01-01","etab_t","STATENT","2021","Num","3277.0","A"
"942","Thun","4","2023-01-01","etab_1_9","STATENT","2021","Num","2724.0","A"
"942","Thun","4","2023-01-01","etab_10_49","STATENT","2021","Num","457.0","A"
"942","Thun","4","2023-01-01","etab_50_249","STATENT","2021","Num","91.0","A"
"942","Thun","4","2023-01-01","etab_1_249","STATENT","2021","Num","3272.0","A"
"942","Thun","4","2023-01-01","etab_250p","STATENT","2021","Num","5.0","A"
"942","Thun","4","2023-01-01","emp_s1","STATENT","2021","Num","78.0","A"
"942","Thun","4","2023-01-01","emp_s2","STATENT","2021","Num","5729.0","A"
"942","Thun","4","2023-01-01","emp_s3","STATENT","2021","Num","22642.0","A"
"942","Thun","4","2023-01-01","emp_t","STATENT","2021","Num","28449.0","A"
"942","Thun","4","2023-01-01","chom_t","SECO","2022","Num","335.0","A"
"942","Thun","4","2023-01-01","chom_f","SECO","2022","Num","154.0","A"
"942","Thun","4","2023-01-01","chom_s2","SECO","2022","Num","96.0","A"
"942","Thun","4","2023-01-01","chom_s3","SECO","2022","Num","235.0","A"
"942","Thun","4","2023-01-01","chom_com_t","SECO","2022","Num","233.0","A"
"942","Thun","4","2023-01-01","chom_com_f","SECO","2022","Num","75.0","A"
"942","Thun","4","2023-01-01","chom_par_t","SECO","2022","Num","101.0","A"
"942","Thun","4","2023-01-01","chom_par_f","SECO","2022","Num","79.0","A"
"942","Thun","4","2023-01-01","chom_p","SECO","2022","Per","1.4","A"
"1024","Emmen","4","2023-01-01","etab_t","STATENT","2021","Num","1519.0","A"
"1024","Emmen","4","2023-01-01","etab_1_9","STATENT","2021","Num","1232.0","A"
"1024","Emmen","4","2023-01-01","etab_10_49","STATENT","2021","Num","229.0","A"
"1024","Emmen","4","2023-01-01","etab_50_249","STATENT","2021","Num","49.0","A"
"1024","Emmen","4","2023-01-01","etab_1_249","STATENT","2021","Num","1510.0","A"
"1024","Emmen","4","2023-01-01","etab_250p","STATENT","2021","Num","9.0","A"
"1024","Emmen","4","2023-01-01","emp_s1","STATENT","2021","Num","112.0","A"
"1024","Emmen","4","2023-01-01","emp_s2","STATENT","2021","Num","6047.0","A"
"1024","Emmen","4","2023-01-01","emp_s3","STATENT","2021","Num","10951.0","A"
"1024","Emmen","4","2023-01-01","emp_t","STATENT","2021","Num","17110.0","A"
"1024","Emmen","4","2023-01-01","chom_t","SECO","2022","Num","442.0","A"
"1024","Emmen","4","2023-01-01","chom_f","SECO","2022","Num","179.0","A"
"1024","Emmen","4","2023-01-01","chom_s2","SECO","2022","Num","153.0","A"
"1024","Emmen","4","2023-01-01","chom_s3","SECO","2022","Num","267.0","A"
"1024","Emmen","4","2023-01-01","chom_com_t","SECO","2022","Num","344.0","A"
"1024","Emmen","4","2023-01-01","chom_com_f","SECO","2022","Num","99.0","A"
"1024","Emmen","4","2023-01-01","chom_par_t","SECO","2022","Num","98.0","A"
"1024","Emmen","4","2023-01-01","chom_par_f","SECO","2022","Num","80.0","A"
"1024","Emmen","4","2023-01-01","chom_p","SECO","2022","Per","2.7","A"
"1054","Ebikon","2","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1054","Ebikon","2","2023-01-01","etab_1_9","STATENT","2021","Num","677.0","A"
"1054","Ebikon","2","2023-01-01","etab_10_49","STATENT","2021","Num","101.0","A"
"1054","Ebikon","2","2023-01-01","etab_50_249","STATENT","2021","Num","20.0","A"
"1054","Ebikon","2","2023-01-01","etab_1_249","STATENT","2021","Num","798.0","A"
"1054","Ebikon","2","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1054","Ebikon","2","2023-01-01","emp_s1","STATENT","2021","Num","49.0","A"
"1054","Ebikon","2","2023-01-01","emp_s2","STATENT","2021","Num","2365.0","A"
"1054","Ebikon","2","2023-01-01","emp_s3","STATENT","2021","Num","4865.0","A"
"1054","Ebikon","2","2023-01-01","emp_t","STATENT","2021","Num","7279.0","A"
"1054","Ebikon","2","2023-01-01","chom_t","SECO","2022","Num","140.0","A"
"1054","Ebikon","2","2023-01-01","chom_f","SECO","2022","Num","62.0","A"
"1054","Ebikon","2","2023-01-01","chom_s2","SECO","2022","Num","35.0","A"
"1054","Ebikon","2","2023-01-01","chom_s3","SECO","2022","Num","100.0","A"
"1054","Ebikon","2","2023-01-01","chom_com_t","SECO","2022","Num","99.0","A"
"1054","Ebikon","2","2023-01-01","chom_com_f","SECO","2022","Num","28.0","A"
"1054","Ebikon","2","2023-01-01","chom_par_t","SECO","2022","Num","41.0","A"
"1054","Ebikon","2","2023-01-01","chom_par_f","SECO","2022","Num","35.0","A"
"1054","Ebikon","2","2023-01-01","chom_p","SECO","2022","Per","1.8","A"
"1058","Horw","3","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1058","Horw","3","2023-01-01","etab_1_9","STATENT","2021","Num","765.0","A"
"1058","Horw","3","2023-01-01","etab_10_49","STATENT","2021","Num","85.0","A"
"1058","Horw","3","2023-01-01","etab_50_249","STATENT","2021","Num","8.0","A"
"1058","Horw","3","2023-01-01","etab_1_249","STATENT","2021","Num","858.0","A"
"1058","Horw","3","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1058","Horw","3","2023-01-01","emp_s1","STATENT","2021","Num","93.0","A"
"1058","Horw","3","2023-01-01","emp_s2","STATENT","2021","Num","521.0","A"
"1058","Horw","3","2023-01-01","emp_s3","STATENT","2021","Num","4605.0","A"
"1058","Horw","3","2023-01-01","emp_t","STATENT","2021","Num","5219.0","A"
"1058","Horw","3","2023-01-01","chom_t","SECO","2022","Num","98.0","A"
"1058","Horw","3","2023-01-01","chom_f","SECO","2022","Num","45.0","A"
"1058","Horw","3","2023-01-01","chom_s2","SECO","2022","Num","19.0","A"
"1058","Horw","3","2023-01-01","chom_s3","SECO","2022","Num","72.0","A"
"1058","Horw","3","2023-01-01","chom_com_t","SECO","2022","Num","72.0","A"
"1058","Horw","3","2023-01-01","chom_com_f","SECO","2022","Num","24.0","A"
"1058","Horw","3","2023-01-01","chom_par_t","SECO","2022","Num","26.0","A"
"1058","Horw","3","2023-01-01","chom_par_f","SECO","2022","Num","21.0","A"
"1058","Horw","3","2023-01-01","chom_p","SECO","2022","Per","1.3","A"
"1059","Kriens","4","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1059","Kriens","4","2023-01-01","etab_1_9","STATENT","2021","Num","1284.0","A"
"1059","Kriens","4","2023-01-01","etab_10_49","STATENT","2021","Num","233.0","A"
"1059","Kriens","4","2023-01-01","etab_50_249","STATENT","2021","Num","41.0","A"
"1059","Kriens","4","2023-01-01","etab_1_249","STATENT","2021","Num","1558.0","A"
"1059","Kriens","4","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1059","Kriens","4","2023-01-01","emp_s1","STATENT","2021","Num","111.0","A"
"1059","Kriens","4","2023-01-01","emp_s2","STATENT","2021","Num","1981.0","A"
"1059","Kriens","4","2023-01-01","emp_s3","STATENT","2021","Num","10504.0","A"
"1059","Kriens","4","2023-01-01","emp_t","STATENT","2021","Num","12596.0","A"
"1059","Kriens","4","2023-01-01","chom_t","SECO","2022","Num","231.0","A"
"1059","Kriens","4","2023-01-01","chom_f","SECO","2022","Num","99.0","A"
"1059","Kriens","4","2023-01-01","chom_s2","SECO","2022","Num","64.0","A"
"1059","Kriens","4","2023-01-01","chom_s3","SECO","2022","Num","156.0","A"
"1059","Kriens","4","2023-01-01","chom_com_t","SECO","2022","Num","174.0","A"
"1059","Kriens","4","2023-01-01","chom_com_f","SECO","2022","Num","54.0","A"
"1059","Kriens","4","2023-01-01","chom_par_t","SECO","2022","Num","57.0","A"
"1059","Kriens","4","2023-01-01","chom_par_f","SECO","2022","Num","44.0","A"
"1059","Kriens","4","2023-01-01","chom_p","SECO","2022","Per","1.6","A"
"1061","Luzern","5","2023-01-01","etab_t","STATENT","2021","Num","8407.0","A"
"1061","Luzern","5","2023-01-01","etab_1_9","STATENT","2021","Num","7064.0","A"
"1061","Luzern","5","2023-01-01","etab_10_49","STATENT","2021","Num","1070.0","A"
"1061","Luzern","5","2023-01-01","etab_50_249","STATENT","2021","Num","241.0","A"
"1061","Luzern","5","2023-01-01","etab_1_249","STATENT","2021","Num","8375.0","A"
"1061","Luzern","5","2023-01-01","etab_250p","STATENT","2021","Num","32.0","A"
"1061","Luzern","5","2023-01-01","emp_s1","STATENT","2021","Num","129.0","A"
"1061","Luzern","5","2023-01-01","emp_s2","STATENT","2021","Num","7310.0","A"
"1061","Luzern","5","2023-01-01","emp_s3","STATENT","2021","Num","74364.0","A"
"1061","Luzern","5","2023-01-01","emp_t","STATENT","2021","Num","81803.0","A"
"1061","Luzern","5","2023-01-01","chom_t","SECO","2022","Num","787.0","A"
"1061","Luzern","5","2023-01-01","chom_f","SECO","2022","Num","357.0","A"
"1061","Luzern","5","2023-01-01","chom_s2","SECO","2022","Num","139.0","A"
"1061","Luzern","5","2023-01-01","chom_s3","SECO","2022","Num","574.0","A"
"1061","Luzern","5","2023-01-01","chom_com_t","SECO","2022","Num","617.0","A"
"1061","Luzern","5","2023-01-01","chom_com_f","SECO","2022","Num","229.0","A"
"1061","Luzern","5","2023-01-01","chom_par_t","SECO","2022","Num","169.0","A"
"1061","Luzern","5","2023-01-01","chom_par_f","SECO","2022","Num","128.0","A"
"1061","Luzern","5","2023-01-01","chom_p","SECO","2022","Per","1.7","A"
"1103","Sursee","2","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1103","Sursee","2","2023-01-01","etab_1_9","STATENT","2021","Num","861.0","A"
"1103","Sursee","2","2023-01-01","etab_10_49","STATENT","2021","Num","234.0","A"
"1103","Sursee","2","2023-01-01","etab_50_249","STATENT","2021","Num","55.0","A"
"1103","Sursee","2","2023-01-01","etab_1_249","STATENT","2021","Num","1150.0","A"
"1103","Sursee","2","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1103","Sursee","2","2023-01-01","emp_s1","STATENT","2021","Num","17.0","A"
"1103","Sursee","2","2023-01-01","emp_s2","STATENT","2021","Num","2602.0","A"
"1103","Sursee","2","2023-01-01","emp_s3","STATENT","2021","Num","11217.0","A"
"1103","Sursee","2","2023-01-01","emp_t","STATENT","2021","Num","13836.0","A"
"1103","Sursee","2","2023-01-01","chom_t","SECO","2022","Num","64.0","A"
"1103","Sursee","2","2023-01-01","chom_f","SECO","2022","Num","23.0","A"
"1103","Sursee","2","2023-01-01","chom_s2","SECO","2022","Num","19.0","A"
"1103","Sursee","2","2023-01-01","chom_s3","SECO","2022","Num","40.0","A"
"1103","Sursee","2","2023-01-01","chom_com_t","SECO","2022","Num","49.0","A"
"1103","Sursee","2","2023-01-01","chom_com_f","SECO","2022","Num","13.0","A"
"1103","Sursee","2","2023-01-01","chom_par_t","SECO","2022","Num","15.0","A"
"1103","Sursee","2","2023-01-01","chom_par_f","SECO","2022","Num","10.0","A"
"1103","Sursee","2","2023-01-01","chom_p","SECO","2022","Per","1.1","A"
"1151","Willisau","1","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1151","Willisau","1","2023-01-01","etab_1_9","STATENT","2021","Num","679.0","A"
"1151","Willisau","1","2023-01-01","etab_10_49","STATENT","2021","Num","109.0","A"
"1151","Willisau","1","2023-01-01","etab_50_249","STATENT","2021","Num","18.0","A"
"1151","Willisau","1","2023-01-01","etab_1_249","STATENT","2021","Num","806.0","A"
"1151","Willisau","1","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1151","Willisau","1","2023-01-01","emp_s1","STATENT","2021","Num","532.0","A"
"1151","Willisau","1","2023-01-01","emp_s2","STATENT","2021","Num","1407.0","A"
"1151","Willisau","1","2023-01-01","emp_s3","STATENT","2021","Num","3971.0","A"
"1151","Willisau","1","2023-01-01","emp_t","STATENT","2021","Num","5910.0","A"
"1151","Willisau","1","2023-01-01","chom_t","SECO","2022","Num","42.0","A"
"1151","Willisau","1","2023-01-01","chom_f","SECO","2022","Num","21.0","A"
"1151","Willisau","1","2023-01-01","chom_s2","SECO","2022","Num","11.0","A"
"1151","Willisau","1","2023-01-01","chom_s3","SECO","2022","Num","26.0","A"
"1151","Willisau","1","2023-01-01","chom_com_t","SECO","2022","Num","35.0","A"
"1151","Willisau","1","2023-01-01","chom_com_f","SECO","2022","Num","15.0","A"
"1151","Willisau","1","2023-01-01","chom_par_t","SECO","2022","Num","7.0","A"
"1151","Willisau","1","2023-01-01","chom_par_f","SECO","2022","Num","7.0","A"
"1151","Willisau","1","2023-01-01","chom_p","SECO","2022","Per","0.9","A"
"1201","Altdorf (UR)","1","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1201","Altdorf (UR)","1","2023-01-01","etab_1_9","STATENT","2021","Num","643.0","A"
"1201","Altdorf (UR)","1","2023-01-01","etab_10_49","STATENT","2021","Num","123.0","A"
"1201","Altdorf (UR)","1","2023-01-01","etab_50_249","STATENT","2021","Num","19.0","A"
"1201","Altdorf (UR)","1","2023-01-01","etab_1_249","STATENT","2021","Num","785.0","A"
"1201","Altdorf (UR)","1","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1201","Altdorf (UR)","1","2023-01-01","emp_s1","STATENT","2021","Num","95.0","A"
"1201","Altdorf (UR)","1","2023-01-01","emp_s2","STATENT","2021","Num","1689.0","A"
"1201","Altdorf (UR)","1","2023-01-01","emp_s3","STATENT","2021","Num","4951.0","A"
"1201","Altdorf (UR)","1","2023-01-01","emp_t","STATENT","2021","Num","6735.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_t","SECO","2022","Num","55.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_f","SECO","2022","Num","27.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_s2","SECO","2022","Num","21.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_s3","SECO","2022","Num","28.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_com_t","SECO","2022","Num","46.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_com_f","SECO","2022","Num","19.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_par_t","SECO","2022","Num","9.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_par_f","SECO","2022","Num","8.0","A"
"1201","Altdorf (UR)","1","2023-01-01","chom_p","SECO","2022","Per","1.1","A"
"1301","Einsiedeln","3","2023-01-01","etab_t","STATENT","2021","Num","","Q"
"1301","Einsiedeln","3","2023-01-01","etab_1_9","STATENT","2021","Num","1215.0","A"
"1301","Einsiedeln","3","2023-01-01","etab_10_49","STATENT","2021","Num","132.0","A"
"1301","Einsiedeln","3","2023-01-01","etab_50_249","STATENT","2021","Num","15.0","A"
"1301","Einsiedeln","3","2023-01-01","etab_1_249","STATENT","2021","Num","1362.0","A"
"1301","Einsiedeln","3","2023-01-01","etab_250p","STATENT","2021","Num","","Q"
"1301","Einsiedeln","3","2023-01-01","emp_s1","STATENT","2021","Num","470.0","A"
"1301","Einsiedeln","3","2023-01-01","emp_s2","STATENT","2021","Num","2096.0","A"
"1301","Einsiedeln","3","2023-01-01","emp_s3","STATENT","2021","Num","4586.0","A"
"1301","Einsiedeln","3","2023-01-01","emp_t","STATENT","2021","Num","7152.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_t","SECO","2022","Num","61.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_f","SECO","2022","Num","28.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_s2","SECO","2022","Num","18.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_s3","SECO","2022","Num","41.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_com_t","SECO","2022","Num","56.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_com_f","SECO","2022","Num","24.0","A"
"1301","Einsiedeln","3","2023-01-01","chom_par_t","SECO","2022","Num","5.0","A"
